Organism Name	baseMean	controlMean	experimentalMean	log2FoldChange	pvalue	padj
Streptococcus parasanguinis	0.547090868863703	0.110703435873277	1.09257516010174	0.780399121019422	0.265674133823466	0.601754418383085
Treponema succinifaciens	0.535099470016844	0.464570009410851	0.623261295774335	0.417013602311787	0.53186085981859	0.780426652684041
Veillonella parvula	0.534708562402758	0.624603932881025	0.422339349304923	0.0750793641335159	0.912313482373048	0.954804068499694
Acidaminococcus intestini	0.514129337498717	0.706883136951027	0.273187088183328	-0.112879511544238	0.863260257312245	0.954804068499694
Coriobacterium glomerans	0.470507122215239	0.706883136951027	0.175037103795504	-0.105570109496889	0.867992738725479	0.954804068499694
Faecalitalea cylindroides	0.467946440724204	0.623753922756905	0.273187088183328	-0.320456022313436	0.627778515512465	0.828305555446471
Clostridium scatologenes	0.456914294049201	0.624603932881025	0.24730224550942	-0.0999617748201702	0.873424079035797	0.954804068499694
Thermoplasmatales archaeon	0.4457029073173	0.484626255080353	0.397048722613483	-0.0837593420645109	0.88647451106615	0.954804068499694
Rhodothermus marinus	0.437524190321303	0.131894530938357	0.819561264549985	0.347618307903765	0.547885739603922	0.780426652684041
Selenomonas sputigena	0.411623424533136	0.242313127540177	0.623261295774335	0.28924373019156	0.629013993233786	0.828305555446471
Clostridium beijerinckii	0.406712987975691	0.534241581948709	0.24730224550942	-0.204495410671471	0.742484620450667	0.914356060369802
Pelosinus sp.	0.403011066756092	0.131894530938357	0.74190673652826	0.286454006622445	0.601285646717254	0.820215292445075
Lactobacillus ruminis	0.399992238389521	0.402347051010351	0.397048722613483	-0.0830969485767467	0.887018038078438	0.954804068499694
Ignavibacterium album	0.368001209249658	0.242313127540177	0.525111311386511	0.192690577592824	0.716515427114853	0.899024073644108
Lachnospiraceae bacterium	0.359652947464822	0.131894530938357	0.644350968122903	0.163447267996449	0.763007763182131	0.921879557828297
Megamonas hypermegale	0.347880116873111	0.110703435873277	0.644350968122903	0.165103380084082	0.755059530899495	0.921879557828297
Porphyromonas gingivalis	0.347031076731531	0.484626255080353	0.175037103795504	-0.0682459217241025	0.897465911073276	0.954804068499694
Desulfurella acetivorans	0.331740702535278	0.160033923470175	0.546374176366657	0.148848235578933	0.778684053853301	0.928833893833982
Peptoclostridium difficile	0.327535106703082	0.131894530938357	0.572085826408987	0.145116737154043	0.783977899011703	0.930973755076398
Ruminiclostridium thermocellum	0.31576227611137	0.110703435873277	0.572085826408987	0.158586785923095	0.764384243973655	0.921879557828297
Treponema denticola	0.311084503128313	0.242313127540177	0.397048722613483	0.0411904370198734	0.937865125768734	0.954804068499694
Ilyobacter polytropus	0.285687411952743	0.374207658478534	0.175037103795504	-0.0567992908992617	0.914558018784029	0.954804068499694
Campylobacter peloridis	0.265373834200534	0.160033923470175	0.397048722613483	0.0411904535996781	0.93786510079498	0.954804068499694
Prevotella buccae	0.256461587935695	0.263789061876715	0.24730224550942	-0.0486523345351147	0.926756890596265	0.954804068499694
Ruminococcus bromii	0.249740838349524	0.131894530938357	0.397048722613483	0.0411904535996782	0.937865100794979	0.954804068499694
Thermincola potens	0.249740838349524	0.131894530938357	0.397048722613483	0.0411904535996782	0.937865100794979	0.954804068499694
Clostridium sticklandii	0.244530513304285	0.242313127540177	0.24730224550942	0.0411904535996782	0.937865100794979	0.954804068499694
Eubacterium limosum	0.244530513304285	0.242313127540177	0.24730224550942	0.0411904535996782	0.937865100794979	0.954804068499694
Acholeplasma palmae	0.237968007757813	0.110703435873277	0.397048722613483	0.0428376934029039	0.935384150965139	0.954804068499694
Treponema brennaborense	0.212412672542544	0.242313127540177	0.175037103795504	0.0411904535996782	0.937865100794979	0.954804068499694
Verrucomicrobia bacterium	0.210324218898243	0.160033923470175	0.273187088183328	0.0411904535996781	0.93786510079498	0.954804068499694
Marivirga tractuosa	0.198819844376506	0.160033923470175	0.24730224550942	0.0411904535996781	0.93786510079498	0.954804068499694
Atopobium parvulum	0.194691223047233	0.131894530938357	0.273187088183328	0.0411904535996783	0.937865100794979	0.954804068499694
Burkholderiales bacterium	0.183186848525496	0.131894530938357	0.24730224550942	0.0411904535996782	0.937865100794979	0.954804068499694
Alicyclobacillus acidocaldarius	0.171414017933785	0.110703435873277	0.24730224550942	0.042837693402904	0.935384150965139	0.954804068499694
Campylobacter iguaniorum	0.151069007763756	0.131894530938357	0.175037103795504	0.0411904535996782	0.937865100794979	0.954804068499694
Vibrio cholerae	0.151069007763756	0.131894530938357	0.175037103795504	0.0411904535996782	0.937865100794979	0.954804068499694
Clostridium autoethanogenum	0.139296177172044	0.110703435873277	0.175037103795504	0.042837693402904	0.935384150965139	0.954804068499694
