Organism Name	baseMean	controlMean	experimentalMean	log2FoldChange	lfcSE	stat	pvalue	padj
glutaconyl-CoA decarboxylase subunit alpha	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
glycogen synthase	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
isocitrate dehydrogenase (NADP(+))	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
transglycosylase	0.499991303221546	0	0.999982606443091	2.49586529498026	4.8922700270155	0.510165072900288	0.609935819270749	0.924603183253447
16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
50S ribosomal protein L10	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
anaerobic ribonucleoside-triphosphate reductase	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
cell surface protein SprA	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
DUF4954 domain-containing protein	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
electron transfer flavoprotein subunit beta	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
HDIG domain-containing protein	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
hydrophobe/amphiphile efflux-1 family RND transporter	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
MULTISPECIES: 30S ribosomal protein S13	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
MULTISPECIES: elongation factor G	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
MULTISPECIES: TonB-dependent receptor	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
nucleotide sugar dehydrogenase	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
S-adenosylmethionine tRNA ribosyltransferase	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	0.48332155846814	0.966643116936281	0	-2.4664780261421	4.89227506521982	-0.504157675776817	0.614150579751585	0.924603183253447
30S ribosomal protein S17	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
alpha-amlyase	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
aspartate ammonia-lyase	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
LysR family transcriptional regulator	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
NADH:ubiquinone reductase (Na(+)-transporting) subunit A	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
nitrogen fixation protein NifU	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
WYL domain-containing protein	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
Zn-dependent alcohol dehydrogenase	0.450170213219632	0.558394826472418	0.341945599966845	-0.296581179976424	4.94905070977519	-0.0599268824202241	0.952213869291055	0.986487607935334
1-deoxy-D-xylulose-5-phosphate synthase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
2-polyprenylphenol hydroxylase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
30S ribosomal protein S12	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
ATP-grasp domain-containing protein	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
beta-glucosidase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
FKBP-type peptidyl-prolyl cis-trans isomerase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
GGGtGRT protein	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
glucose-6-phosphate isomerase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
glycogen debranching protein	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
glycosyl transferase family 2	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
mannose-1-phosphate guanylyltransferase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
mechanosensitive ion channel protein	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
membrane protein insertase YidC	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
MULTISPECIES: LacI family transcriptional regulator	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
pyruvate oxidase	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
TetR/AcrR family transcriptional regulator	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
TrpB-like pyridoxal phosphate-dependent enzyme	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
virion core protein (lumpy skin disease virus)	0.408248290463863	0.816496580927726	0	-2.24931902082067	4.90948064929506	-0.458158241471762	0.646838758415444	0.924603183253447
ABC-F family ATPase	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
ATP-dependent Clp protease ATP-binding subunit ClpX	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
ATP synthase F1 subunit gamma	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
DNA recombination/repair protein RecA	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
electron transporter	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
endo-1,4-beta-mannosidase	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
gfo/Idh/MocA family oxidoreductase	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
NADH dehydrogenase subunit B	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
rod shape-determining protein	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
T9SS C-terminal target domain-containing protein	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
tryptophan--tRNA ligase	0.375096945215354	0.408248290463863	0.341945599966845	-0.0677707803627636	4.96320227755583	-0.0136546480624477	0.989105505674175	0.990601883141155
3-phosphoglycerate dehydrogenase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
50S ribosomal protein L18	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
6,7-dimethyl-8-ribityllumazine synthase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
aromatic amino acid aminotransferase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
carbohydrate kinase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
cell division protein ZapA	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
dihydroxy-acid dehydratase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
DNA mismatch repair protein MutS	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
DUF3575 domain-containing protein	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
efflux RND transporter periplasmic adaptor subunit	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
glycine dehydrogenase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
histidinol-phosphate transaminase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
lysine--tRNA ligase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
M3 family oligoendopeptidase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
MULTISPECIES: proline racemase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
oxaloacetate decarboxylase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
RNA methyltransferase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
transcription termination factor Rho	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
TRAP transporter large permease	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
xylosidase	0.341945599966845	0	0.68389119993369	2.01620828871942	4.93356878875641	0.408671364492647	0.682780851048808	0.924603183253447
	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
30S ribosomal protein S6	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
alpha-L-fucosidase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
amino acid ABC transporter substrate-binding protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
ATP-dependent chaperone ClpB	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
capsid protein, partial	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
carbohydrate ABC transporter permease	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
chaperonin GroEL	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
cysteine--tRNA ligase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
DEAD/DEAH box helicase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
deoxyribonuclease HsdR	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
dihydroxyacetone kinase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
electron transporter RnfE	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
F0F1 ATP synthase subunit alpha	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
Fe-S cluster assembly protein SufD	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
GDP-mannose 4,6-dehydratase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
glutamine cyclotransferase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
glutamine synthetase type III	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
GTP-sensing pleiotropic transcriptional regulator CodY	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
HNH endonuclease	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
indole-3-glycerol-phosphate synthase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
inosine 5-monophosphate dehydrogenase, partial	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
internal scaffolding protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
LPXTG cell wall anchor domain-containing protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
L-rhamnose mutarotase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
minor spike protein H	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: ABC transporter substrate-binding protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: asparagine--tRNA ligase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: F0F1 ATP synthase subunit beta	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: FAD-binding oxidoreductase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: sensor histidine kinase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: succinate dehydrogenase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: SusC/RagA family TonB-linked outer membrane protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: transcription antitermination factor NusB	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
MULTISPECIES: tRNA (guanine(37)-N(1))-methyltransferase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
nucleoside kinase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
O-succinylbenzoic acid--CoA ligase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
outer membrane insertion signal	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
pyruvate kinase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
RNA polymerase sigma factor RpoD family protein	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
signal recognition particle-docking protein FtsY	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
site-specific recombinase XerD	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
SrtB family sortase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
threonine synthase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
tRNA dihydrouridine synthase DusB	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
tRNA(Ile)-lysidine synthetase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
Xaa-Pro aminopeptidase	0.329018503238123	0	0.658037006476246	1.79184855001933	4.94995640374771	0.361992794252225	0.717357415170028	0.924603183253447
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
3-dehydroquinate dehydratase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
50S ribosomal protein L24	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
50S ribosomal protein L27	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
50S ribosomal protein L29	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
50S ribosomal protein L3	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
50S ribosomal protein L5	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
8-amino-7-oxononanoate synthase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
acetylornithine deacetylase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
acyl dehydratase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
adenine phosphoribosyltransferase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
aerotolerance regulator BatD	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
alpha-N-arabinofuranosidase, partial	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
anaerobic C4-dicarboxylate transporter	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
anaerobic glycerol-3-phosphate dehydrogenase subunit C	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
aspartate 1-decarboxylase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
aspartate kinase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
ATP-dependent Clp protease ATP-binding subunit	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
ATP-dependent Clp protease proteolytic subunit	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
ATP phosphoribosyltransferase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
ATP synthase subunit alpha	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
B12-binding domain-containing radical SAM protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
beta-ketoacyl-ACP reductase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
carboxylesterase family protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
carboxyl transferase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
chromate transporter	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
chromosome partitioning protein ParA	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
CTP synthase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DDE transposase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
desulfoferrodoxin	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
diaminopimelate dehydrogenase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
diguanylate cyclase (GGDEF) domain	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DNA gyrase subunit A	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DNA polymerase I	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DNA polymerase III, subunit gamma and tau	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DUF418 domain-containing protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DUF4922 domain-containing protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DUF59 domain-containing protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
DUF805 domain-containing protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
endoglucanase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
excinuclease ABC subunit A	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
fucose isomerase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
glutamine--tRNA ligase/YqeY domain fusion protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
glycerate kinase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
glycine dehydrogenase (aminomethyl-transferring)	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
glycosyl hydrolase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
glycosyltransferase family 36	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
GMP synthetase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
hydrogenase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
hydrolase GDSL	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
J domain-containing protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
LicD family protein	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
L-lactate dehydrogenase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
LlaJI family restriction endonuclease	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
mannonate dehydratase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
molecular chaperone DjlA	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
mucin-desulfating sulfatase	0.279197413236209	0.558394826472418	0	-1.61837241944074	4.97213883969218	-0.325488179557941	0.744811627364058	0.924603183253447
